y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
5.16,3,1.75,1680,2400,1.0,A0,5.0,7.0,810,1440,93.0,-1
2.35,3,2.25,1960,2345,2.0,A0,3.0,7.0,210,1760,12.0,-1
7.0,3,1.0,1460,6198,1.5,A0,4.0,7.0,0,2280,99.0,-1
3.7825,4,2.5,2260,6300,2.0,A0,,7.0,0,2300,14.0,-1
7.07,4,1.75,1500,6820,1.5,A0,5.0,7.0,0,1360,110.0,-1
4.9,3,1.5,1540,3570,1.5,A0,5.0,7.0,50,1620,85.0,-1
2.05,3,1.5,1670,11610,1.0,A0,4.0,7.0,0,1930,52.0,-1
3.85,4,3.5,2870,3225,2.0,A0,3.0,9.0,800,1770,9.0,-1
5.67,3,1.0,1040,4480,1.0,A0,3.0,7.0,170,1730,91.0,-1
6.9,4,2.5,2910,15016,2.0,A0,3.0,10.0,0,2870,25.0,-1
1.55,3,1.0,1360,9310,1.0,A0,4.0,7.0,340,1480,35.0,-1
5.6895,3,2.25,1760,2122,3.0,A0,3.0,9.0,0,1420,0.0,-1
2.24,4,2.25,1870,6693,2.0,A0,3.0,7.0,0,1650,19.0,-1
5.51,3,2.25,1750,1572,2.5,A0,3.0,,280,2410,10.0,-1
5.835,2,1.0,1410,5101,1.5,A0,3.0,,0,1410,88.0,-1
2.33625,2,2.0,1500,1408,3.0,A0,3.0,7.0,0,1500,16.0,-1
3.24,2,2.0,1110,1155,3.0,A0,3.0,,130,1110,7.0,-1
3.8,3,1.75,1760,11371,1.0,A0,5.0,8.0,0,2220,56.0,-1
10.25,4,3.0,2880,5500,2.0,A0,4.0,9.0,960,2110,89.0,-1
3.075,2,1.0,1190,4440,1.0,A0,3.0,6.0,0,1060,34.0,-1
6.6,3,2.0,1610,3600,2.0,A0,5.0,8.0,0,2540,90.0,-1
5.24,7,2.5,2580,5750,1.0,A0,4.0,,700,2280,114.0,-1
1.8,3,1.75,1240,8659,1.0,A0,5.0,,0,1490,29.0,-1
2.34,3,1.0,1280,9656,1.0,A0,4.0,6.0,360,1340,56.0,-1
10.215,5,3.25,4010,12110,2.0,A0,3.0,,0,4010,12.0,-1
3.3,3,2.5,1500,9636,2.0,A0,3.0,7.0,0,1700,21.0,-1
1.935,3,2.25,1140,977,2.0,A0,3.0,7.0,290,1140,7.0,-1
3.6,4,2.0,1960,50112,1.0,A0,4.0,7.0,910,2340,52.0,-1
2.16,7,1.0,2350,8636,1.0,A0,3.0,7.0,800,1500,53.0,-1
3.25,3,2.5,2120,3757,2.0,A0,3.0,7.0,0,2230,9.0,-1
3.6495,4,2.25,2460,14600,1.0,A0,4.0,8.0,740,2460,38.0,-1
2.4995,3,2.0,1340,9750,1.0,A0,4.0,7.0,450,1460,41.0,-1
1.7,2,2.0,1070,4500,1.0,A0,4.0,6.0,160,1280,83.0,-1
4.61,2,1.5,1130,746,2.0,A0,3.0,8.0,100,1520,6.0,-1
4.2495,3,2.5,3230,129578,1.0,A0,,8.0,1130,2760,51.0,-1
1.467,2,1.5,1556,20000,1.0,A0,4.0,7.0,0,2250,58.0,-1
5.35,5,3.25,3490,23400,1.0,A0,4.0,8.0,1600,2660,58.0,-1
1.199,2,1.0,810,6697,1.0,A0,4.0,6.0,0,1140,92.0,-1
5.975,3,1.75,1580,5750,1.0,A0,4.0,8.0,250,2480,68.0,-1
6.155,5,2.0,2000,4211,1.5,A0,4.0,,720,1680,107.0,-1
4.22,3,3.0,2060,1850,2.0,A0,3.0,8.0,660,1910,8.0,-1
7.24,4,2.5,3170,94855,1.0,A0,4.0,9.0,1260,2590,37.0,-1
2.69,3,2.5,1232,1130,3.0,A0,3.0,7.0,0,1232,8.0,-1
7.0,3,2.5,3820,35016,2.0,A0,4.0,,0,3010,28.0,-1
3.0,3,1.75,1260,11224,1.0,A0,5.0,7.0,0,1570,68.0,-1
4.6495,2,2.0,1670,3507,1.0,A0,3.0,9.0,0,2330,8.0,-1
2.9295,4,2.5,3030,9500,2.0,A0,3.0,8.0,0,2650,26.0,-1
4.25,4,2.0,2330,7778,1.0,A0,3.0,7.0,1100,1250,54.0,-1
1.74,3,1.5,1070,5150,1.0,A0,4.0,6.0,0,1020,75.0,-1
3.72,3,2.25,1440,4667,2.0,A0,3.0,7.0,0,1610,30.0,-1
3.8,3,2.25,1470,4653,2.0,A0,4.0,7.0,0,1560,30.0,-1
4.95,3,2.0,1400,1657,2.0,A0,3.0,8.0,340,1540,11.0,-1
2.6,3,1.0,1020,10200,1.0,A0,4.0,7.0,0,1170,61.0,-1
4.6495,4,2.5,2960,37430,2.0,A0,3.0,9.0,0,2800,25.0,-1
4.35,2,1.5,1860,5100,1.0,A0,3.0,7.0,800,1710,75.0,-1
5.5,4,3.25,4240,25639,2.0,A0,3.0,10.0,690,3590,26.0,-1
3.42,2,1.0,1190,5100,1.5,A0,,7.0,0,1920,87.0,-1
4.55,3,2.25,2010,11817,2.0,A0,4.0,8.0,0,2190,29.0,-1
3.515,4,2.75,2100,88426,1.0,A0,3.0,6.0,0,2150,25.0,-1
6.25,4,2.75,2870,8625,1.0,A0,4.0,8.0,1010,2430,56.0,-1
2.24,3,1.0,1040,9514,1.0,A0,4.0,7.0,0,1040,46.0,-1
3.7,2,1.0,930,7740,1.0,A0,1.0,5.0,0,1620,83.0,-1
2.06,3,1.0,1340,21336,1.5,A0,4.0,5.0,0,1340,70.0,-1
1.8,2,1.5,1480,9660,1.0,A0,3.0,7.0,0,1990,66.0,-1
5.08,3,1.75,1930,10183,1.0,A0,4.0,8.0,450,2320,40.0,-1
2.65,2,1.5,1160,1438,2.0,A0,3.0,7.0,0,1220,14.0,-1
1.3,2,1.75,1740,5100,1.0,A0,3.0,6.0,1160,1440,100.0,-1
3.88,3,1.75,2020,11095,1.0,A0,4.0,7.0,540,2030,40.0,-1
6.15,2,1.0,970,4560,1.0,A0,4.0,7.0,0,1500,108.0,-1
2.1,4,3.5,2770,10505,2.0,A0,3.0,8.0,0,1760,75.0,0
5.2,3,3.25,3130,28001,1.0,A0,3.0,9.0,920,2710,30.0,-1
2.32,3,1.75,1410,16105,1.0,A0,3.0,7.0,0,1550,33.0,-1
2.15,3,1.0,1440,11250,1.0,A0,3.0,,0,2200,48.0,-1
1.785,3,1.5,1440,12040,1.0,A0,4.0,7.0,0,1720,56.0,-1
8.75,5,2.5,3450,35880,2.0,A0,3.0,11.0,0,3450,23.0,-1
5.17,3,2.5,2400,81892,2.0,A0,3.0,8.0,0,1370,30.0,-1
2.35,2,1.0,770,8149,1.0,A0,4.0,6.0,0,820,67.0,-1
2.39,3,1.75,1350,217852,1.0,A0,3.0,8.0,250,2190,62.0,-1
4.04,4,2.5,2050,6705,1.0,A0,4.0,,820,1610,42.0,-1
5.25,5,2.25,3000,13899,2.0,A0,4.0,8.0,0,2270,40.0,-1
3.25,2,1.0,700,8120,1.0,A0,3.0,7.0,0,1130,88.0,-1
8.35,4,2.5,2770,9798,2.0,A0,,,0,3040,29.0,-1
1.5995,3,2.0,1430,10850,1.0,A0,3.0,,0,1610,21.0,-1
3.05,3,1.0,920,3532,1.0,A0,3.0,6.0,0,1250,105.0,-1
3.82,4,2.5,2200,10800,1.0,A0,3.0,,700,2280,51.0,-1
3.45,4,2.5,2030,8100,1.0,A0,3.0,7.0,880,1770,42.0,-1
0.9,2,1.0,780,6380,1.0,A0,3.0,6.0,0,1270,68.0,-1
2.14,3,2.5,2110,8304,1.0,A0,4.0,7.0,0,1680,30.0,-1
3.61,3,2.25,1770,8000,1.0,A0,4.0,7.0,420,1850,39.0,-1
3.15,3,2.5,2770,8820,1.0,A0,3.0,7.0,870,1850,35.0,11
6.4,4,1.75,3420,7200,1.0,A0,5.0,8.0,1650,2450,68.0,-1
3.35,3,1.0,2710,19000,2.0,A0,4.0,7.0,0,2150,65.0,-1
6.59,4,2.5,2180,7204,2.0,A0,3.0,8.0,0,1500,1.0,-1
1.39,3,2.5,1600,2231,2.0,A0,3.0,7.0,0,1600,12.0,-1
4.25,3,1.75,1540,10800,1.0,A0,5.0,6.0,770,2020,68.0,-1
2.45,3,1.0,1520,8870,1.5,A0,4.0,7.0,0,1520,64.0,-1
2.78,4,2.5,2210,13721,2.0,A0,3.0,8.0,0,1850,6.0,-1
3.65,3,1.0,1410,8925,1.0,A0,3.0,7.0,0,1330,57.0,-1
2.04,3,1.0,1530,15975,1.0,A0,3.0,7.0,560,1540,63.0,-1
6.3,4,2.5,2910,20946,2.0,A0,4.0,8.0,560,2020,39.0,-1
7.74,4,2.0,2160,6300,1.5,A0,4.0,8.0,0,1980,87.0,-1
1.54,4,1.0,1320,5000,1.5,A0,3.0,7.0,0,1640,87.0,-1
8.85,5,2.75,3040,10257,2.0,A0,3.0,10.0,0,2860,22.0,-1
7.05,3,4.0,2080,2250,3.0,A0,3.0,,0,2080,18.0,-1
2.5,1,1.0,730,1942,1.0,A0,3.0,7.0,0,1020,6.0,-1
9.06,4,2.5,2110,10100,1.0,A0,,8.0,0,2230,47.0,10
1.75,2,1.0,1110,26051,1.0,A0,3.0,6.0,0,2240,64.0,-1
3.65,4,1.5,1770,5750,2.0,A0,3.0,,0,970,68.0,-1
1.8495,3,2.5,1578,7340,2.0,A0,3.0,7.0,0,1850,5.0,-1
4.5,3,1.0,1450,4000,1.0,A0,,8.0,500,1880,67.0,-1
2.01,2,2.0,1480,6075,1.0,A0,5.0,7.0,740,1230,96.0,-1
6.69,3,2.5,2670,12187,2.0,A0,3.0,,0,2400,29.0,-1
3.5,3,1.75,2500,6840,1.0,A0,3.0,,1200,1580,58.0,-1
2.5,3,2.5,2130,12245,2.0,A0,3.0,,0,1910,26.0,-1
3.31,2,1.0,880,3000,1.0,A0,3.0,,0,890,91.0,-1
2.725,3,1.5,1180,8353,1.0,A0,3.0,7.0,0,1710,55.0,-1
4.25,4,2.0,2120,7806,1.0,A0,4.0,6.0,350,1560,66.0,-1
3.8,2,2.0,1350,1209,3.0,A0,3.0,8.0,0,1310,2.0,-1
5.545,3,2.0,2020,10584,1.0,A0,3.0,10.0,0,3030,21.0,-1
13.1,4,3.25,4860,181319,2.5,A0,3.0,9.0,0,3850,22.0,-1
4.12275,4,2.5,2400,3986,2.0,A0,3.0,8.0,0,2070,16.0,-1
5.05,3,1.75,1970,5100,1.0,A0,3.0,7.0,840,1250,107.0,50
2.55,3,2.0,2500,10697,1.0,A0,3.0,8.0,0,2560,21.0,-1
2.45,4,2.25,2190,9020,2.0,A0,3.0,8.0,0,2170,37.0,-1
3.275,3,1.0,1290,4000,1.5,A0,3.0,7.0,0,1160,89.0,-1
4.31,4,2.25,2040,12000,1.0,A0,4.0,7.0,740,1930,52.0,-1
4.6225,4,2.5,2590,9530,1.0,A0,4.0,8.0,950,2710,37.0,-1
5.7,4,2.75,2330,3917,2.0,A0,3.0,9.0,0,2620,11.0,-1
2.549,2,2.5,980,1021,3.0,A0,,8.0,0,980,7.0,-1
4.24,3,3.5,1690,1432,2.0,A0,3.0,7.0,330,1650,7.0,-1
7.24,4,2.25,2510,11585,2.0,A0,4.0,8.0,0,2450,46.0,-1
4.5,3,2.25,2100,40510,2.0,A0,3.0,10.0,780,2380,36.0,-1
7.4,3,2.5,3400,12442,2.0,A0,3.0,9.0,0,3250,14.0,-1
1.85,4,2.5,1811,4381,2.0,A0,3.0,8.0,0,1811,8.0,-1
6.125,2,1.0,1040,7200,1.0,A0,4.0,6.0,0,1640,60.0,-1
3.349,2,2.5,1590,1845,2.0,A0,3.0,9.0,0,2320,18.0,-1
4.4,3,2.5,1540,6100,1.0,A0,3.0,6.0,770,1710,71.0,1
4.48,4,2.5,2660,65340,2.0,A0,3.0,8.0,0,2850,27.0,-1
6.3,3,1.0,1440,2618,1.5,unknown,4.0,,0,1850,109.0,-1
3.75,3,1.0,1210,4000,1.5,A0,3.0,,120,1210,87.0,-1
2.6,3,3.0,1430,1249,3.0,A0,3.0,8.0,0,1020,12.0,-1
1.87,3,2.5,1970,8727,2.0,A0,,7.0,0,1670,20.0,-1
4.12,2,1.5,1160,1118,2.0,A0,,8.0,140,1210,8.0,-1
2.699,4,1.75,1820,7700,1.0,A0,4.0,7.0,720,1700,60.0,-1
1.6,2,1.0,1020,7920,1.0,A0,3.0,6.0,0,1530,76.0,-1
4.295,3,2.5,1820,1545,3.0,A0,3.0,,180,1440,17.0,-1
3.85,3,1.0,1860,6360,1.0,A0,3.0,8.0,390,1770,61.0,-1
6.75,4,2.25,2820,9602,1.0,A0,3.0,,870,2890,41.0,-1
1.05,3,1.0,1960,9583,2.0,A0,2.0,5.0,0,1850,107.0,-1
2.95,4,2.75,3150,67518,1.0,A0,4.0,,900,2210,50.0,-1
1.8,3,2.0,1590,8670,1.0,A0,3.0,7.0,0,1590,21.0,-1
4.35,2,1.0,890,6095,1.0,A0,3.0,7.0,0,1450,68.0,-1
2.2,4,2.0,1650,7200,1.0,A0,3.0,7.0,0,1410,51.0,-1
4.8075,3,1.0,1060,4880,1.0,A0,2.0,6.0,150,1200,102.0,-1
3.55,3,2.0,1730,9000,1.0,A0,3.0,8.0,360,2390,37.0,-1
4.412,3,2.0,2110,5150,1.0,A0,,6.0,1030,1170,96.0,-1
3.9995,4,1.75,2030,15400,1.0,A0,3.0,9.0,900,2040,40.0,-1
1.909,3,2.0,1180,7793,1.0,A0,4.0,,0,1720,23.0,-1
5.01,4,2.5,2440,28405,2.0,A0,3.0,,0,2480,13.0,-1
2.75,3,1.5,1430,12199,1.0,A0,3.0,7.0,300,1490,67.0,-1
11.815,4,2.5,3150,13700,2.0,A0,4.0,9.0,0,3200,49.0,-1
2.04475,2,1.0,1060,10600,1.5,A0,3.0,6.0,0,1560,47.0,-1
0.85,2,2.0,1040,4750,1.0,A0,2.0,6.0,190,1350,65.0,-1
9.5889,4,3.25,3270,5187,2.0,A0,3.0,9.0,160,3600,1.0,-1
5.25,4,2.75,2810,17674,1.0,A0,4.0,,1170,2400,37.0,-1
4.64,2,1.75,1900,5175,1.0,A0,3.0,7.0,700,1370,96.0,-1
2.2,3,2.5,1560,4200,2.0,A0,3.0,7.0,0,1560,12.0,-1
2.03,4,2.5,1850,6037,2.0,A0,3.0,,0,1860,24.0,-1
3.35,4,2.25,2060,7283,1.0,A0,3.0,8.0,840,1500,52.0,2
2.28,4,2.5,2100,6783,2.0,A0,3.0,8.0,0,2100,12.0,-1
3.25,3,2.5,1950,18533,2.0,A0,3.0,8.0,0,1810,27.0,-1
2.15,3,1.75,1280,10716,1.0,A0,4.0,7.0,0,1440,46.0,-1
3.45,2,1.5,1040,3500,1.5,A0,4.0,6.0,0,1340,111.0,-1
5.795,4,1.0,1780,5000,1.5,A0,3.0,8.0,0,2030,68.0,-1
5.13,3,1.0,1910,8167,1.0,A0,4.0,8.0,640,1500,64.0,-1
3.675,4,2.25,2490,8700,1.0,A0,3.0,7.0,600,1470,39.0,-1
8.209,4,3.5,3640,4983,2.0,A0,3.0,,850,3270,1.0,-1
5.831,4,2.5,2430,8509,2.0,A0,3.0,9.0,0,2760,23.0,-1
1.3495,3,1.5,2290,9600,1.0,A0,4.0,7.0,0,1310,48.0,-1
2.15,3,1.0,1150,8145,1.0,A0,4.0,6.0,160,1200,83.0,-1
1.665,4,2.5,2500,9654,1.0,A0,3.0,8.0,670,2500,36.0,-1
2.9495,3,1.0,1110,7603,1.0,A0,3.0,7.0,0,1260,48.0,-1
1.6,4,2.75,1770,10184,1.0,A0,3.0,8.0,520,2070,36.0,-1
11.54,4,3.5,3770,37034,2.0,A0,3.0,10.0,940,3200,26.0,-1
1.845,4,1.5,1300,7200,1.0,A0,4.0,7.0,0,1420,45.0,-1
1.49,3,1.75,1100,10125,1.0,A0,4.0,,0,1520,46.0,-1
4.28,2,1.0,870,4280,1.0,A0,4.0,6.0,0,1750,94.0,-1
1.31,2,1.0,810,7158,1.0,A0,5.0,6.0,0,1090,71.0,-1
2.45,3,1.0,860,5060,1.5,A0,3.0,7.0,0,880,88.0,-1
4.2495,4,2.5,2910,20067,2.0,A0,3.0,9.0,0,1730,14.0,-1
3.2,2,1.0,980,5100,1.0,A0,4.0,6.0,0,1190,108.0,-1
1.665,3,2.0,1310,7349,1.0,A0,3.0,7.0,440,1690,20.0,-1
1.99,3,1.5,1450,4694,2.0,A0,3.0,7.0,0,1870,4.0,-1
1.84,3,2.5,2153,4400,2.0,A0,3.0,8.0,0,2434,8.0,-1
3.4,3,2.75,2600,64626,1.5,A0,3.0,8.0,0,1740,6.0,-1
0.975,3,1.0,1140,8800,1.0,A0,3.0,7.0,0,1270,43.0,-1
3.6,2,1.0,1650,5106,1.0,A0,3.0,7.0,560,1300,55.0,-1
3.54,3,2.5,1860,11122,2.0,A0,3.0,8.0,0,2420,21.0,-1
4.22,3,2.25,1450,1387,3.0,A0,3.0,8.0,0,1450,15.0,-1
6.6,4,1.75,2460,5100,1.5,A0,5.0,7.0,1010,1560,106.0,-1
1.24,3,1.75,1320,17390,1.0,A0,4.0,7.0,0,1550,59.0,-1
3.95,5,1.75,2030,12342,2.0,A0,,7.0,0,2500,73.0,-1
6.1,3,1.75,1480,7000,1.0,A0,3.0,8.0,0,1850,52.0,-1
2.87,1,1.0,890,211576,1.5,A0,3.0,7.0,0,1670,19.0,-1
4.828,4,1.75,1550,6000,1.0,A0,5.0,,0,1550,71.0,-1
18.2,5,2.25,3120,16672,2.0,A0,4.0,9.0,0,3740,46.0,-1
2.649,4,1.75,2600,18042,1.0,A0,,8.0,580,2200,46.0,-1
2.4,3,2.5,1950,3000,2.0,A0,3.0,7.0,0,1620,14.0,-1
2.3,3,2.5,2460,5027,2.0,A0,3.0,8.0,0,2740,13.0,-1
2.92,2,1.0,700,2334,1.0,A0,3.0,7.0,0,2300,70.0,-1
3.805,3,2.0,1460,10311,1.0,A0,4.0,7.0,0,1690,40.0,-1
3.87,4,2.5,2060,6958,1.0,A0,3.0,7.0,840,1760,41.0,-1
3.79,2,1.0,880,6731,1.0,A0,4.0,7.0,0,1240,65.0,-1
2.4995,4,2.5,2229,5723,2.0,A0,3.0,7.0,0,2738,3.0,-1
1.35,2,1.0,970,8874,1.0,A0,3.0,7.0,0,1340,47.0,-1
1.45,4,2.0,1400,7140,1.0,A0,,7.0,0,1610,46.0,-1
2.85,3,2.0,1270,1323,3.0,A0,3.0,8.0,0,1330,9.0,-1
2.37,3,2.0,2440,13250,1.0,A0,,8.0,1000,2400,38.0,-1
4.4,4,2.5,2680,7178,2.0,A0,3.0,8.0,0,2540,11.0,-1
3.17,4,2.5,2130,4028,2.0,A0,3.0,8.0,0,1830,1.0,-1
2.5,4,2.25,2130,8499,1.0,A0,4.0,,530,1890,40.0,-1
2.40001,3,1.75,1500,10230,1.0,A0,2.0,7.0,0,1770,47.0,-1
3.45,3,1.75,1770,6000,1.0,A0,3.0,,640,1900,63.0,-1
10.11,3,3.0,2830,6041,2.0,A0,3.0,8.0,990,3420,100.0,-1
4.6,2,1.0,980,4120,1.0,A0,,7.0,150,1760,65.0,1
2.575,3,2.0,1600,7995,1.0,A0,3.0,7.0,0,2440,65.0,31
1.1,3,1.0,940,7125,1.5,A0,4.0,7.0,0,1170,57.0,-1
2.4,5,2.5,2090,4698,2.0,A0,3.0,7.0,0,2070,17.0,-1
4.6795,3,2.5,2070,39768,2.0,A0,3.0,8.0,0,2740,27.0,-1
1.8,3,1.0,1430,12420,1.0,A0,3.0,,0,1900,51.0,-1
1.723,2,2.0,1140,1118,2.0,A0,3.0,,100,1140,6.0,-1
2.79,4,2.5,2900,4762,2.0,A0,3.0,8.0,0,2900,10.0,-1
2.0,2,1.75,2090,11317,1.0,A0,5.0,,1000,1940,84.0,-1
1.8,3,1.5,1320,7980,1.0,A0,3.0,7.0,0,2000,59.0,-1
4.25,2,1.5,2070,5432,2.0,A0,3.0,7.0,700,2070,64.0,-1
4.95,3,1.75,2910,37461,1.0,A0,4.0,7.0,1380,2520,48.0,-1
1.885,3,1.75,1610,14000,1.0,A0,4.0,,560,1550,38.0,-1
3.049,3,2.5,1800,2792,2.0,A0,3.0,8.0,0,1580,4.0,-1
1.95,3,1.0,1010,14510,1.0,A0,5.0,7.0,0,2020,41.0,-1
2.5,3,2.25,2450,49658,1.0,A0,3.0,7.0,680,1340,37.0,-1
3.58,4,1.0,1710,7000,1.5,A0,3.0,7.0,0,2030,65.0,-1
1.1,4,1.0,1400,8684,1.5,A0,3.0,7.0,0,1520,58.0,-1
2.4,3,1.75,1580,11455,1.0,A0,4.0,7.0,380,1550,41.0,-1
4.85,3,1.75,2000,10182,1.0,A0,5.0,7.0,600,2050,52.0,-1
5.84,2,1.75,1180,904,2.0,A0,3.0,10.0,400,1380,1.0,-1
5.75,2,1.5,1900,4450,1.0,A0,,7.0,400,2130,99.0,-1
2.92,3,2.5,2260,93218,1.0,A0,4.0,6.0,0,2180,17.0,-1
3.225,3,2.25,1430,1383,3.0,A0,,,0,1430,10.0,-1
4.6495,3,1.75,1820,9875,1.0,A0,4.0,8.0,0,2670,49.0,-1
24.6,5,3.25,3730,10626,1.0,A0,4.0,10.0,0,4180,52.0,-1
1.26,3,1.0,980,9682,1.0,A0,3.0,7.0,0,1580,46.0,-1
2.25,3,1.0,1220,13000,1.0,A0,4.0,7.0,0,1510,60.0,-1
3.16265,3,2.0,1440,3900,1.0,A0,3.0,8.0,0,1350,13.0,-1
1.59999,3,1.0,1330,8912,1.0,A0,3.0,6.0,0,1200,67.0,-1
2.9,4,3.5,2720,6781,2.0,A0,3.0,8.0,620,2280,16.0,-1
5.14,4,2.25,2390,57599,2.0,A0,3.0,8.0,0,2390,34.0,-1
3.3,3,2.0,1240,14404,1.0,A0,,7.0,0,1350,27.0,-1
3.0,1,1.0,800,533610,1.5,A0,5.0,5.0,0,1790,65.0,-1
5.25,4,2.25,1970,7125,1.5,A0,3.0,7.0,470,1980,107.0,-1
9.165,4,3.0,3820,26895,2.0,A0,3.0,11.0,0,3820,20.0,-1
2.75,3,1.5,1860,17640,1.0,A0,4.0,7.0,0,1860,49.0,-1
2.15,3,2.0,1260,7346,1.0,A0,3.0,7.0,0,1460,28.0,-1
1.62,3,1.5,1800,9216,1.0,A0,4.0,7.0,0,1400,65.0,-1
3.78,3,3.0,2330,4284,2.0,A0,,9.0,410,2330,11.0,-1
5.97,3,2.5,1780,1647,2.0,A0,3.0,8.0,700,2000,7.0,-1
1.9,3,2.0,1380,8536,2.0,A0,4.0,7.0,0,1260,60.0,-1
1.33,3,1.0,1300,7420,1.0,A0,4.0,6.0,0,1250,55.0,-1
3.8,4,1.75,2050,94525,1.0,A0,4.0,7.0,800,2270,56.0,-1
6.75,3,1.0,1640,6516,1.5,A0,4.0,7.0,200,1770,80.0,-1
4.54,3,1.0,1210,3328,1.5,A0,4.0,7.0,0,1640,91.0,-1
1.425,3,1.0,1040,9750,1.0,A0,3.0,7.0,0,1510,56.0,-1
7.5,3,2.25,2520,7975,2.0,A0,4.0,9.0,970,2520,25.0,-1
2.6195,3,1.75,2310,7680,1.0,A0,,,900,2080,37.0,-1
5.25,5,2.0,2190,9072,1.0,A0,5.0,7.0,1080,1660,50.0,-1
4.25,4,2.75,2260,7209,1.0,A0,3.0,7.0,930,1790,13.0,-1
2.63,2,1.0,750,6439,1.0,A0,4.0,6.0,0,1470,81.0,-1
7.6,4,4.25,4930,25714,2.0,A0,3.0,12.0,0,3620,10.0,-1
2.27,3,1.0,1110,7000,1.5,A0,4.0,7.0,0,1800,60.0,-1
1.24,4,1.0,1280,10521,1.5,A0,3.0,7.0,0,1540,55.0,-1
2.83,4,2.75,2580,11900,1.0,A0,4.0,7.0,960,1570,48.0,-1
5.84,3,2.5,3090,384634,2.0,A0,3.0,,0,2200,8.0,-1
5.565,2,2.5,1780,2493,3.0,A0,3.0,8.0,0,2050,34.0,-1
5.925,4,3.0,1920,4000,1.5,A0,4.0,8.0,380,1660,84.0,-1
7.875,4,2.5,3220,4400,2.0,A0,3.0,9.0,1040,3000,78.0,-1
6.55,5,1.75,2690,21357,1.0,A0,4.0,7.0,1270,2600,63.0,-1
4.575,3,3.25,3140,37120,1.0,A0,3.0,,1380,2100,31.0,-1
2.05,5,2.0,2110,7919,1.0,A0,3.0,7.0,1000,1590,49.0,-1
7.95,4,2.75,2840,4000,1.5,A0,5.0,8.0,880,2750,103.0,-1
1.63,3,1.5,1610,6132,1.0,A0,4.0,7.0,520,1650,56.0,-1
3.90425,4,2.75,2430,20720,1.0,A0,3.0,7.0,0,2580,48.0,-1
4.28045,3,3.0,1560,2250,2.0,A0,3.0,9.0,0,1610,6.0,-1
26.25,5,4.75,5305,8401,2.0,A0,3.0,,1560,2960,10.0,-1
9.35,4,1.0,1820,5400,1.5,A0,3.0,8.0,0,1820,92.0,1
8.465,4,2.5,3670,315374,2.0,A0,4.0,9.0,0,2840,21.0,-1
3.6495,3,2.25,2170,15000,2.0,A0,4.0,8.0,0,2430,37.0,-1
5.4,2,1.5,1210,5000,1.5,A0,5.0,6.0,0,1570,108.0,-1
3.34124,5,3.25,3320,11340,2.0,A0,4.0,8.0,840,2330,16.0,-1
2.55,4,1.5,1250,8400,1.0,A0,3.0,7.0,290,1560,64.0,-1
2.45,2,1.0,950,5316,1.0,A0,3.0,7.0,0,1620,67.0,-1
1.267,3,1.0,1010,9576,1.0,A0,4.0,7.0,0,1540,48.0,-1
4.3,2,1.0,1000,4640,1.0,A0,,7.0,0,1940,100.0,-1
2.25,4,2.5,2450,8932,2.0,A0,3.0,8.0,0,2410,25.0,-1
4.25,3,1.75,1800,7199,1.0,A0,3.0,7.0,500,1800,43.0,-1
1.5,3,1.0,1290,8470,1.0,A0,4.0,,320,1300,49.0,-1
2.5495,4,2.5,2120,4558,2.0,A0,3.0,7.0,0,2370,13.0,-1
5.08,3,1.5,1800,10050,1.0,A0,3.0,7.0,0,1610,60.0,-1
8.39154,3,3.5,2940,6431,2.0,A0,3.0,,0,2760,1.0,-1
3.97,3,2.5,1180,1262,3.0,A0,3.0,,0,1180,5.0,-1
1.7,3,2.5,1720,3407,2.0,A0,3.0,7.0,0,1720,23.0,-1
6.14,3,2.5,2080,9612,1.0,A0,4.0,8.0,380,2560,75.0,-1
2.53,3,2.25,2020,8379,2.0,A0,3.0,7.0,0,2020,21.0,-1
5.2378,4,2.25,3040,12160,1.0,A0,4.0,7.0,1520,2560,52.0,-1
4.75,3,2.0,1650,3952,2.0,A0,3.0,7.0,0,1210,65.0,-1
5.85,3,1.75,1320,5750,1.5,A0,5.0,7.0,0,1440,97.0,-1
2.15256,3,2.25,1720,7885,2.0,A0,3.0,8.0,0,2340,32.0,-1
3.8,4,1.75,1920,6000,1.0,A0,4.0,,960,1850,61.0,-1
1.0,3,1.0,1250,9775,1.0,A0,,7.0,0,1390,44.0,-1
6.55,4,2.5,3230,7331,2.0,A0,3.0,10.0,0,3480,11.0,-1
3.325,2,1.0,770,6017,1.0,A0,3.0,7.0,0,1670,65.0,-1
10.85,3,2.75,2380,5572,2.0,A0,3.0,9.0,450,3370,76.0,-1
2.5495,3,2.5,1820,8085,2.0,A0,3.0,7.0,0,1860,32.0,-1
4.79,3,2.0,1760,4046,1.0,A0,3.0,7.0,800,1500,84.0,-1
1.64,2,1.0,1130,15190,1.0,A0,4.0,7.0,0,1490,61.0,-1
5.95,3,1.75,1280,2147,1.5,A0,4.0,7.0,0,2010,105.0,-1
4.00226,3,2.5,2120,4512,2.0,A0,,,0,2000,27.0,-1
2.5,3,1.0,1590,8160,1.0,A0,,7.0,500,1540,61.0,-1
3.52,3,2.5,2620,108464,2.0,A0,4.0,8.0,0,3190,25.0,-1
2.249,3,2.25,1560,35026,1.0,A0,3.0,7.0,270,1660,30.0,-1
6.55,4,2.75,3440,8150,2.0,A0,3.0,,0,2560,1.0,-1
